id,amount,currency,merchant,timestamp
TXN-000122,1641.98,USD,Spotify,2024-01-01T06:06:00
TXN-000123,1756.38,MXN,Uber,2024-01-01T06:09:00
TXN-000124,1656.42,USD,Target,2024-01-01T06:12:00
TXN-000125,4385.32,GBP,Starbucks,2024-01-01T06:15:00
TXN-000126,2903.37,GBP,Shell,2024-01-01T06:18:00
TXN-000127,542.9,MXN,Amazon,2024-01-01T06:21:00
TXN-000128,3643.0,GBP,Walmart,2024-01-01T06:24:00
TXN-000129,3031.44,USD,Spotify,2024-01-01T06:27:00
TXN-000130,4497.62,EUR,Spotify,2024-01-01T06:30:00
TXN-000131,222.89,MXN,Uber,2024-01-01T06:33:00
TXN-000132,2600.08,EUR,Amazon,2024-01-01T06:36:00
TXN-000133,2157.06,GBP,Walmart,2024-01-01T06:39:00
TXN-000134,1570.26,USD,McDonald's,2024-01-01T06:42:00
TXN-000135,2536.11,MXN,Uber,2024-01-01T06:45:00
TXN-000136,2012.6,GBP,Walmart,2024-01-01T06:48:00
TXN-000137,637.31,MXN,Target,2024-01-01T06:51:00
TXN-000138,3386.91,EUR,Spotify,2024-01-01T06:54:00
TXN-000139,2845.96,MXN,McDonald's,2024-01-01T06:57:00
TXN-000140,4168.79,GBP,Target,2024-01-01T07:00:00
TXN-000141,1051.7,GBP,Uber,2024-01-01T07:03:00
TXN-000142,2209.49,EUR,Apple,2024-01-01T07:06:00
TXN-000143,2366.46,EUR,Target,2024-01-01T07:09:00
TXN-000144,1419.65,GBP,Starbucks,2024-01-01T07:12:00
TXN-000145,4092.3,EUR,Starbucks,2024-01-01T07:15:00
TXN-000146,1123.98,EUR,Uber,2024-01-01T07:18:00
TXN-000147,123.1,EUR,Shell,2024-01-01T07:21:00
TXN-000148,3056.76,USD,Apple,2024-01-01T07:24:00
TXN-000149,2072.79,EUR,Apple,2024-01-01T07:27:00
TXN-000150,2472.39,EUR,Spotify,2024-01-01T07:30:00
TXN-000151,3280.63,USD,Shell,2024-01-01T07:33:00
TXN-000152,3892.32,EUR,Starbucks,2024-01-01T07:36:00
TXN-000153,4020.75,MXN,Shell,2024-01-01T07:39:00
TXN-000154,2787.47,USD,Amazon,2024-01-01T07:42:00
TXN-000155,667.56,MXN,Apple,2024-01-01T07:45:00
TXN-000156,4939.47,GBP,Target,2024-01-01T07:48:00
TXN-000157,3063.65,MXN,Apple,2024-01-01T07:51:00
TXN-000158,2230.12,EUR,Target,2024-01-01T07:54:00
TXN-000159,2250.9,EUR,Apple,2024-01-01T07:57:00
TXN-000160,3829.3,MXN,Uber,2024-01-01T08:00:00
TXN-000161,1373.71,USD,Netflix,2024-01-01T08:03:00
TXN-000162,1173.23,GBP,Uber,2024-01-01T08:06:00
TXN-000163,4465.24,USD,Walmart,2024-01-01T08:09:00
TXN-000164,755.0,MXN,Shell,2024-01-01T08:12:00
TXN-000165,3532.39,USD,Shell,2024-01-01T08:15:00
TXN-000166,2038.59,MXN,Spotify,2024-01-01T08:18:00
TXN-000167,312.27,MXN,Spotify,2024-01-01T08:21:00
TXN-000168,4524.29,USD,Spotify,2024-01-01T08:24:00
TXN-000169,1902.52,USD,McDonald's,2024-01-01T08:27:00
TXN-000170,1493.76,MXN,Walmart,2024-01-01T08:30:00
TXN-000171,2691.56,EUR,Spotify,2024-01-01T08:33:00
TXN-000172,1097.89,MXN,Apple,2024-01-01T08:36:00
TXN-000173,146.1,GBP,Apple,2024-01-01T08:39:00
TXN-000174,3621.18,MXN,Spotify,2024-01-01T08:42:00
TXN-000175,4903.63,USD,Shell,2024-01-01T08:45:00
TXN-000176,2959.87,USD,Spotify,2024-01-01T08:48:00
TXN-000177,3214.11,EUR,Starbucks,2024-01-01T08:51:00
TXN-000178,909.46,GBP,Apple,2024-01-01T08:54:00
TXN-000179,1637.44,MXN,Spotify,2024-01-01T08:57:00
TXN-000180,1688.17,MXN,Walmart,2024-01-01T09:00:00
TXN-000181,3760.3,MXN,Uber,2024-01-01T09:03:00
TXN-000182,4174.72,MXN,Uber,2024-01-01T09:06:00
TXN-000183,3745.37,USD,Amazon,2024-01-01T09:09:00
TXN-000184,1121.89,USD,Walmart,2024-01-01T09:12:00
TXN-000185,3771.41,EUR,Amazon,2024-01-01T09:15:00
TXN-000186,4196.31,EUR,Netflix,2024-01-01T09:18:00
TXN-000187,631.98,USD,Netflix,2024-01-01T09:21:00
TXN-000188,4738.84,MXN,McDonald's,2024-01-01T09:24:00
TXN-000189,3834.72,EUR,Uber,2024-01-01T09:27:00
TXN-000190,3036.63,USD,McDonald's,2024-01-01T09:30:00
TXN-000191,4823.64,USD,Shell,2024-01-01T09:33:00
TXN-000192,129.37,GBP,McDonald's,2024-01-01T09:36:00
TXN-000193,3387.06,MXN,McDonald's,2024-01-01T09:39:00
TXN-000194,4707.41,EUR,Spotify,2024-01-01T09:42:00
TXN-000195,2960.9,EUR,Starbucks,2024-01-01T09:45:00
TXN-000196,3486.27,GBP,Starbucks,2024-01-01T09:48:00
TXN-000197,4027.83,USD,McDonald's,2024-01-01T09:51:00
TXN-000198,2664.19,GBP,Walmart,2024-01-01T09:54:00
TXN-000199,2530.3,GBP,Starbucks,2024-01-01T09:57:00
TXN-000200,4248.03,MXN,Amazon,2024-01-01T10:00:00
TXN-000201,2168.18,GBP,Starbucks,2024-01-01T10:03:00
TXN-000202,3536.84,MXN,Apple,2024-01-01T10:06:00
TXN-000203,3669.24,GBP,Shell,2024-01-01T10:09:00
TXN-000204,4041.19,MXN,McDonald's,2024-01-01T10:12:00
TXN-000205,2178.44,GBP,Apple,2024-01-01T10:15:00
TXN-000206,4258.71,USD,Walmart,2024-01-01T10:18:00
TXN-000207,4408.27,EUR,Uber,2024-01-01T10:21:00
TXN-000208,2849.68,MXN,Apple,2024-01-01T10:24:00
TXN-000209,144.47,GBP,Walmart,2024-01-01T10:27:00
TXN-000210,2438.26,GBP,Shell,2024-01-01T10:30:00
TXN-000211,1702.35,GBP,Uber,2024-01-01T10:33:00
TXN-000212,51.75,EUR,Target,2024-01-01T10:36:00
TXN-000213,1207.54,MXN,Starbucks,2024-01-01T10:39:00
TXN-000214,2776.33,EUR,Apple,2024-01-01T10:42:00
TXN-000215,3229.87,MXN,Apple,2024-01-01T10:45:00
TXN-000216,3964.87,USD,Apple,2024-01-01T10:48:00
TXN-000217,1108.76,EUR,Uber,2024-01-01T10:51:00
TXN-000218,3320.14,GBP,Uber,2024-01-01T10:54:00
TXN-000219,2767.81,GBP,Apple,2024-01-01T10:57:00
TXN-000220,4983.16,GBP,Spotify,2024-01-01T11:00:00
TXN-000221,3514.57,GBP,Walmart,2024-01-01T11:03:00
TXN-000222,1257.77,USD,Uber,2024-01-01T11:06:00
TXN-000223,1578.42,EUR,Netflix,2024-01-01T11:09:00
TXN-000224,1082.71,MXN,Netflix,2024-01-01T11:12:00
TXN-000225,3623.2,GBP,Uber,2024-01-01T11:15:00
TXN-000226,4163.31,GBP,Starbucks,2024-01-01T11:18:00
TXN-000227,1805.04,GBP,Netflix,2024-01-01T11:21:00
TXN-000228,3540.38,EUR,Amazon,2024-01-01T11:24:00
TXN-000229,228.53,USD,Uber,2024-01-01T11:27:00
TXN-000230,1461.39,EUR,Target,2024-01-01T11:30:00
TXN-000231,513.84,USD,Apple,2024-01-01T11:33:00
TXN-000232,1422.41,MXN,McDonald's,2024-01-01T11:36:00
TXN-000233,1704.19,USD,Apple,2024-01-01T11:39:00
TXN-000234,4705.38,MXN,Uber,2024-01-01T11:42:00
TXN-000235,4110.76,MXN,Starbucks,2024-01-01T11:45:00
TXN-000236,371.34,USD,Apple,2024-01-01T11:48:00
TXN-000237,746.84,GBP,Shell,2024-01-01T11:51:00
TXN-000238,4969.6,USD,Starbucks,2024-01-01T11:54:00
TXN-000239,3822.45,EUR,Target,2024-01-01T11:57:00
TXN-000240,1902.51,MXN,Target,2024-01-01T12:00:00
TXN-000241,4300.97,MXN,Uber,2024-01-01T12:03:00
TXN-000242,2843.58,USD,Uber,2024-01-01T12:06:00
TXN-000243,4800.58,USD,McDonald's,2024-01-01T12:09:00
TXN-000244,3127.95,GBP,Netflix,2024-01-01T12:12:00
TXN-000245,786.13,EUR,Starbucks,2024-01-01T12:15:00
TXN-000246,376.25,USD,Target,2024-01-01T12:18:00
TXN-000247,2253.07,MXN,Spotify,2024-01-01T12:21:00
TXN-000248,164.17,GBP,Uber,2024-01-01T12:24:00
TXN-000249,3515.23,MXN,Uber,2024-01-01T12:27:00
TXN-000250,3437.24,GBP,Starbucks,2024-01-01T12:30:00
TXN-000251,3306.25,EUR,McDonald's,2024-01-01T12:33:00
TXN-000252,574.77,EUR,Spotify,2024-01-01T12:36:00
TXN-000253,4542.15,EUR,Shell,2024-01-01T12:39:00
TXN-000254,299.13,GBP,Starbucks,2024-01-01T12:42:00
TXN-000255,3745.04,GBP,McDonald's,2024-01-01T12:45:00
TXN-000256,622.64,GBP,Apple,2024-01-01T12:48:00
TXN-000257,4713.44,MXN,Spotify,2024-01-01T12:51:00
TXN-000258,403.13,USD,Apple,2024-01-01T12:54:00
TXN-000259,3672.94,GBP,Spotify,2024-01-01T12:57:00
TXN-000260,457.54,USD,Amazon,2024-01-01T13:00:00
TXN-000261,2881.66,EUR,Uber,2024-01-01T13:03:00
TXN-000262,2595.3,MXN,Apple,2024-01-01T13:06:00
TXN-000263,908.26,MXN,Uber,2024-01-01T13:09:00
TXN-000264,4845.31,MXN,Apple,2024-01-01T13:12:00
TXN-000265,2042.33,GBP,Walmart,2024-01-01T13:15:00
TXN-000266,4288.81,GBP,Starbucks,2024-01-01T13:18:00
TXN-000267,3468.67,GBP,Spotify,2024-01-01T13:21:00
TXN-000268,4068.02,USD,Spotify,2024-01-01T13:24:00
TXN-000269,441.21,GBP,Apple,2024-01-01T13:27:00
TXN-000270,580.49,MXN,Walmart,2024-01-01T13:30:00
TXN-000271,4124.81,USD,Target,2024-01-01T13:33:00
TXN-000272,2310.42,USD,Target,2024-01-01T13:36:00
TXN-000273,2592.68,MXN,Netflix,2024-01-01T13:39:00
TXN-000274,3800.19,EUR,Apple,2024-01-01T13:42:00
TXN-000275,2746.55,GBP,Uber,2024-01-01T13:45:00
TXN-000276,4404.35,MXN,Apple,2024-01-01T13:48:00
TXN-000277,145.32,EUR,Starbucks,2024-01-01T13:51:00
TXN-000278,1554.44,USD,Shell,2024-01-01T13:54:00
TXN-000279,2040.55,EUR,Target,2024-01-01T13:57:00
TXN-000280,2307.78,USD,Starbucks,2024-01-01T14:00:00
TXN-000281,2492.38,GBP,Shell,2024-01-01T14:03:00
TXN-000282,3527.35,MXN,Target,2024-01-01T14:06:00
TXN-000283,4901.24,EUR,Apple,2024-01-01T14:09:00
TXN-000284,2756.77,MXN,Apple,2024-01-01T14:12:00
TXN-000285,4609.42,EUR,Netflix,2024-01-01T14:15:00
TXN-000286,1381.96,MXN,Starbucks,2024-01-01T14:18:00
TXN-000287,4671.31,GBP,Walmart,2024-01-01T14:21:00
TXN-000288,1414.91,GBP,Amazon,2024-01-01T14:24:00
TXN-000289,2900.04,MXN,McDonald's,2024-01-01T14:27:00
TXN-000290,2233.29,MXN,Shell,2024-01-01T14:30:00
TXN-000291,1662.87,MXN,Walmart,2024-01-01T14:33:00
TXN-000292,4664.33,EUR,Apple,2024-01-01T14:36:00
TXN-000293,2859.42,EUR,Netflix,2024-01-01T14:39:00
TXN-000294,219.19,MXN,Spotify,2024-01-01T14:42:00
TXN-000295,1931.01,EUR,Spotify,2024-01-01T14:45:00
TXN-000296,4824.16,EUR,Apple,2024-01-01T14:48:00
TXN-000297,4826.8,GBP,Target,2024-01-01T14:51:00
TXN-000298,4371.08,MXN,Starbucks,2024-01-01T14:54:00
TXN-000299,2630.23,MXN,Starbucks,2024-01-01T14:57:00
TXN-000300,3612.5,MXN,Amazon,2024-01-01T15:00:00
TXN-000301,375.07,GBP,Shell,2024-01-01T15:03:00
TXN-000302,3116.67,MXN,Walmart,2024-01-01T15:06:00
TXN-000303,4258.97,MXN,Starbucks,2024-01-01T15:09:00
TXN-000304,3134.37,MXN,Walmart,2024-01-01T15:12:00
TXN-000305,180.46,USD,Target,2024-01-01T15:15:00
TXN-000306,3156.17,GBP,Netflix,2024-01-01T15:18:00
TXN-000307,3734.09,MXN,Netflix,2024-01-01T15:21:00
TXN-000308,3802.09,USD,Starbucks,2024-01-01T15:24:00
TXN-000309,832.66,GBP,Apple,2024-01-01T15:27:00
TXN-000310,230.91,USD,Amazon,2024-01-01T15:30:00
TXN-000311,1792.96,MXN,Uber,2024-01-01T15:33:00
TXN-000312,1221.74,MXN,Shell,2024-01-01T15:36:00
TXN-000313,3409.32,EUR,McDonald's,2024-01-01T15:39:00
TXN-000314,876.17,MXN,Shell,2024-01-01T15:42:00
TXN-000315,3415.99,MXN,McDonald's,2024-01-01T15:45:00
TXN-000316,716.45,MXN,McDonald's,2024-01-01T15:48:00
TXN-000317,2298.39,USD,Uber,2024-01-01T15:51:00
TXN-000318,4506.15,EUR,Apple,2024-01-01T15:54:00
TXN-000319,2209.21,GBP,Starbucks,2024-01-01T15:57:00
TXN-000320,1496.47,MXN,McDonald's,2024-01-01T16:00:00
TXN-000321,2284.72,GBP,Uber,2024-01-01T16:03:00
TXN-000322,4996.87,MXN,Netflix,2024-01-01T16:06:00
TXN-000323,1186.79,GBP,Starbucks,2024-01-01T16:09:00
TXN-000324,1480.07,GBP,McDonald's,2024-01-01T16:12:00
TXN-000325,4889.74,MXN,Amazon,2024-01-01T16:15:00
TXN-000326,41.48,USD,Uber,2024-01-01T16:18:00
TXN-000327,3726.12,GBP,McDonald's,2024-01-01T16:21:00
TXN-000328,3035.72,GBP,Netflix,2024-01-01T16:24:00
TXN-000329,3183.45,GBP,Netflix,2024-01-01T16:27:00
TXN-000330,3141.61,USD,Shell,2024-01-01T16:30:00
TXN-000331,3943.26,USD,Uber,2024-01-01T16:33:00
TXN-000332,1824.94,EUR,McDonald's,2024-01-01T16:36:00
TXN-000333,4548.23,GBP,Starbucks,2024-01-01T16:39:00
TXN-000334,879.02,EUR,Spotify,2024-01-01T16:42:00
TXN-000335,4382.43,GBP,Target,2024-01-01T16:45:00
TXN-000336,2509.47,GBP,Target,2024-01-01T16:48:00
TXN-000337,1285.59,MXN,Shell,2024-01-01T16:51:00
TXN-000338,3733.05,GBP,Uber,2024-01-01T16:54:00
TXN-000339,2342.19,USD,Starbucks,2024-01-01T16:57:00
TXN-000340,3771.0,EUR,Shell,2024-01-01T17:00:00
TXN-000341,4836.38,GBP,Spotify,2024-01-01T17:03:00
TXN-000342,3953.62,USD,Starbucks,2024-01-01T17:06:00
TXN-000343,2683.32,MXN,Uber,2024-01-01T17:09:00
TXN-000344,3364.47,GBP,Walmart,2024-01-01T17:12:00
TXN-000345,1905.75,GBP,McDonald's,2024-01-01T17:15:00
TXN-000346,3374.51,MXN,Starbucks,2024-01-01T17:18:00
TXN-000347,3098.11,GBP,Amazon,2024-01-01T17:21:00
TXN-000348,1107.61,USD,McDonald's,2024-01-01T17:24:00
TXN-000349,4547.03,GBP,Apple,2024-01-01T17:27:00
TXN-000350,584.26,USD,Spotify,2024-01-01T17:30:00
TXN-000351,1522.52,MXN,Amazon,2024-01-01T17:33:00
TXN-000352,486.86,EUR,Starbucks,2024-01-01T17:36:00
TXN-000353,2268.77,MXN,Spotify,2024-01-01T17:39:00
TXN-000354,3711.6,EUR,McDonald's,2024-01-01T17:42:00
TXN-000355,3274.95,MXN,Spotify,2024-01-01T17:45:00
TXN-000356,2041.17,GBP,McDonald's,2024-01-01T17:48:00
TXN-000357,3451.71,EUR,Amazon,2024-01-01T17:51:00
TXN-000358,2224.03,EUR,Apple,2024-01-01T17:54:00
TXN-000359,497.67,GBP,Walmart,2024-01-01T17:57:00
TXN-000360,4508.58,GBP,Target,2024-01-01T18:00:00
TXN-000361,1991.3,EUR,Amazon,2024-01-01T18:03:00
TXN-000362,4745.1,MXN,Starbucks,2024-01-01T18:06:00
TXN-000363,3314.18,USD,Starbucks,2024-01-01T18:09:00
TXN-000364,3934.19,EUR,Amazon,2024-01-01T18:12:00
TXN-000365,3935.1,EUR,Shell,2024-01-01T18:15:00
TXN-000366,4149.26,EUR,Starbucks,2024-01-01T18:18:00
TXN-000367,1080.54,EUR,McDonald's,2024-01-01T18:21:00
TXN-000368,3872.07,USD,Walmart,2024-01-01T18:24:00
TXN-000369,4292.17,EUR,Uber,2024-01-01T18:27:00
TXN-000370,2701.54,EUR,Shell,2024-01-01T18:30:00
TXN-000371,3305.63,USD,Starbucks,2024-01-01T18:33:00
TXN-000372,75.29,EUR,Shell,2024-01-01T18:36:00
TXN-000373,1619.53,EUR,McDonald's,2024-01-01T18:39:00
TXN-000374,262.94,MXN,Uber,2024-01-01T18:42:00
TXN-000375,569.13,USD,Target,2024-01-01T18:45:00
TXN-000376,2241.93,GBP,Apple,2024-01-01T18:48:00
TXN-000377,2968.74,MXN,Target,2024-01-01T18:51:00
TXN-000378,1108.53,USD,Target,2024-01-01T18:54:00
TXN-000379,1508.85,USD,Target,2024-01-01T18:57:00
TXN-000380,4992.94,MXN,Amazon,2024-01-01T19:00:00
TXN-000381,3430.8,MXN,Spotify,2024-01-01T19:03:00
TXN-000382,368.38,USD,Apple,2024-01-01T19:06:00
TXN-000383,3041.88,USD,Walmart,2024-01-01T19:09:00
TXN-000384,1375.8,GBP,Shell,2024-01-01T19:12:00
TXN-000385,4973.14,GBP,Spotify,2024-01-01T19:15:00
TXN-000386,2528.25,MXN,Apple,2024-01-01T19:18:00
TXN-000387,3965.69,USD,Starbucks,2024-01-01T19:21:00
TXN-000388,3604.48,EUR,Target,2024-01-01T19:24:00
TXN-000389,2258.32,EUR,Spotify,2024-01-01T19:27:00
TXN-000390,1695.32,MXN,Spotify,2024-01-01T19:30:00
TXN-000391,2080.53,USD,Spotify,2024-01-01T19:33:00
TXN-000392,2134.39,GBP,Walmart,2024-01-01T19:36:00
TXN-000393,4768.01,MXN,Walmart,2024-01-01T19:39:00
TXN-000394,457.03,USD,Starbucks,2024-01-01T19:42:00
TXN-000395,2159.95,GBP,Starbucks,2024-01-01T19:45:00
TXN-000396,2782.3,GBP,Shell,2024-01-01T19:48:00
TXN-000397,2054.63,MXN,Starbucks,2024-01-01T19:51:00
TXN-000398,4842.02,GBP,Amazon,2024-01-01T19:54:00
TXN-000399,518.9,EUR,Walmart,2024-01-01T19:57:00
TXN-000400,3284.02,EUR,Shell,2024-01-01T20:00:00
TXN-000401,1751.22,GBP,Starbucks,2024-01-01T20:03:00
TXN-000402,3813.27,EUR,Starbucks,2024-01-01T20:06:00
TXN-000403,4225.93,USD,Spotify,2024-01-01T20:09:00
TXN-000404,4645.49,GBP,McDonald's,2024-01-01T20:12:00
TXN-000405,902.9,GBP,Amazon,2024-01-01T20:15:00
TXN-000406,1755.77,EUR,Walmart,2024-01-01T20:18:00
TXN-000407,2832.04,MXN,Shell,2024-01-01T20:21:00
TXN-000408,710.23,USD,Starbucks,2024-01-01T20:24:00
TXN-000409,3730.81,EUR,Starbucks,2024-01-01T20:27:00
TXN-000410,2099.74,GBP,Spotify,2024-01-01T20:30:00
TXN-000411,1850.9,GBP,Shell,2024-01-01T20:33:00
TXN-000412,2981.52,USD,McDonald's,2024-01-01T20:36:00
TXN-000413,787.89,USD,Shell,2024-01-01T20:39:00
TXN-000414,1361.24,MXN,Starbucks,2024-01-01T20:42:00
TXN-000415,3035.77,MXN,Apple,2024-01-01T20:45:00
TXN-000416,1078.63,USD,Uber,2024-01-01T20:48:00
TXN-000417,2150.14,GBP,Walmart,2024-01-01T20:51:00
TXN-000418,2433.68,GBP,McDonald's,2024-01-01T20:54:00
TXN-000419,1103.37,USD,Amazon,2024-01-01T20:57:00
